Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
SAND,Sandvik AB,"0,0339%",Machinery: Tools,SE,"1.842.058,20 USD",84.049
DTG,Daimler Truck Holding AG,"0,0339%",Commercial Vehicles and Parts,DE,"1.840.095,69 USD",43.273
ORA,Orange SA,"0,0336%",Telecommunications Services,FR,"1.824.700,35 USD",156.720
005380,Hyundai Motor Co.,"0,0336%",Automobiles,KR,"1.824.567,55 USD",9.985
STE,STERIS plc,"0,0336%",Medical Equipment,IE,"1.822.712,64 USD",8.178
HPE,Hewlett Packard Enterprise Co.,"0,0335%",Computer Services,US,"1.819.097,25 USD",103.065
FE,FirstEnergy Corp.,"0,0333%",Conventional Electricity,US,"1.809.002,58 USD",44.933
GLE,Societe Generale SA,"0,033%",Banks,FR,"1.794.660,54 USD",60.356
PHIA,Koninklijke Philips NV,"0,033%",Medical Equipment,NL,"1.793.851,07 USD",66.415
TER,Teradyne Inc.,"0,033%",Production Technology Equipment,US,"1.790.924,58 USD",12.707
NDAQ,Nasdaq Inc.,"0,0329%",Investment Services,US,"1.789.376,39 USD",30.313
ARGX,Argenx SE,"0,0328%",Biotechnology,NL,"1.782.744,08 USD",4.820
105560,KB Financial Group Inc.,"0,0327%",Banks,KR,"1.776.385,40 USD",30.976
NWG,NatWest Group plc,"0,0326%",Banks,GB,"1.771.244,54 USD",441.643
APTV,Aptiv plc,"0,0326%",Auto Parts,JE,"1.769.275,00 USD",21.250
7269,Suzuki Motor Corp.,"0,0326%",Automobiles,JP,"1.768.098,57 USD",149.100
VLTO,Veralto Corp.,"0,0325%",Electronic Equipment: Pollution Control,US,"1.765.074,90 USD",17.905
MKL,Markel Group Inc.,"0,0323%",Property and Casualty Insurance,US,"1.756.501,30 USD",1.070
IMB,Imperial Brands plc,"0,0323%",Tobacco,GB,"1.755.449,84 USD",71.034
CABK,CaixaBank SA,"0,0323%",Banks,ES,"1.754.773,74 USD",306.719
CTRA,Coterra Energy Inc.,"0,0322%",Oil: Crude Producers,US,"1.751.185,04 USD",61.402
WY,Weyerhaeuser Co.,"0,032%",Timber REITs,US,"1.740.598,86 USD",57.962
NSIS B,Novonesis (Novozymes) B,"0,032%",Biotechnology,DK,"1.737.175,92 USD",29.211
PPL,PPL Corp.,"0,0319%",Conventional Electricity,US,"1.732.523,10 USD",59.070
6920,Lasertec Corp.,"0,0318%",Production Technology Equipment,JP,"1.726.322,82 USD",6.700
STAN,Standard Chartered plc,"0,0317%",Banks,GB,"1.724.424,37 USD",174.222
VNA,Vonovia SE,"0,0317%",Real Estate Holding and Development,DE,"1.719.621,65 USD",55.001
INVH,Invitation Homes Inc.,"0,0316%",Residential REITs,US,"1.716.573,39 USD",49.341
ARE,Alexandria Real Estate Equities Inc.,"0,0316%",Office REITs,US,"1.716.337,00 USD",14.423
ES,Eversource Energy,"0,0315%",Conventional Electricity,US,"1.710.858,55 USD",28.885
LPLA,LPL Financial Holdings Inc.,"0,0315%",Investment Services,US,"1.709.818,54 USD",5.974
HUBB,Hubbell Inc. Class B,"0,0314%",Electrical Components,US,"1.706.449,32 USD",4.388
VIE,Veolia Environnement SA,"0,0314%",Water,FR,"1.703.423,30 USD",51.111
QSR,Restaurant Brands International Inc.,"0,0313%",Restaurants and Bars,CA,"1.702.046,36 USD",24.825
VOD,Vodafone Group plc,"0,0313%",Telecommunications Services,GB,"1.699.111,57 USD",1.764.772
BRO,Brown & Brown Inc.,"0,0312%",Property and Casualty Insurance,US,"1.693.260,67 USD",18.917
REP,Repsol SA,"0,0311%",Integrated Oil and Gas,ES,"1.690.331,62 USD",103.665
068270,Celltrion Inc.,"0,0311%",Biotechnology,KR,"1.689.779,06 USD",13.278
BALL,Ball Corp.,"0,0311%",Containers and Packaging,US,"1.687.149,00 USD",24.300
SBAC,SBA Communications Corp. Class A,"0,031%",Infrastructure REITs,US,"1.686.531,00 USD",8.575
VTR,Ventas Inc.,"0,031%",Health Care REITs,US,"1.686.474,30 USD",33.555
SLHN,Swiss Life Holding AG,"0,031%",Life Insurance,CH,"1.684.061,41 USD",2.420
000270,Kia Corp.,"0,0309%",Automobiles,KR,"1.677.153,80 USD",19.729
TYL,Tyler Technologies Inc.,"0,0309%",Software,US,"1.675.976,04 USD",3.489
NOKIA,Nokia Oyj,"0,0308%",Telecommunications Equipment,FI,"1.675.332,92 USD",429.750
SWED A,Swedbank AB Class A,"0,0306%",Banks,SE,"1.664.699,49 USD",80.275
6701,NEC Corp.,"0,0306%",Computer Hardware,JP,"1.664.465,94 USD",22.500
PTC,PTC Inc.,"0,0305%",Software,US,"1.657.184,72 USD",9.403
UPM,UPM-Kymmene Oyj,"0,0303%",Paper,FI,"1.647.431,59 USD",43.173
HBAN,Huntington Bancshares Inc./OH,"0,0301%",Banks,US,"1.635.864,48 USD",117.519
4452,Kao Corp.,"0,0301%",Personal Products,JP,"1.634.938,43 USD",37.300
DANSKE,Danske Bank A/S,"0,0301%",Banks,DK,"1.633.847,29 USD",53.278
NET,Cloudflare Inc. Class A,"0,03%",Computer Services,US,"1.628.147,57 USD",24.053
STLD,Steel Dynamics Inc.,"0,0299%",Iron and Steel,US,"1.625.717,28 USD",12.144
PPL,Pembina Pipeline Corp.,"0,0298%",Pipelines,CA,"1.618.458,90 USD",43.575
GIB.A,CGI Inc.,"0,0298%",Computer Services,CA,"1.616.778,23 USD",16.375
DNB,DNB Bank ASA,"0,0297%",Banks,NO,"1.615.428,16 USD",82.673
LDOS,Leidos Holdings Inc.,"0,0297%",Computer Services,US,"1.612.844,40 USD",10.968
CLNX,Cellnex Telecom SA,"0,0297%",Telecommunications Services,ES,"1.611.435,42 USD",44.270
4578,Otsuka Holdings Co. Ltd.,"0,0296%",Pharmaceuticals,JP,"1.606.707,18 USD",39.000
005490,POSCO Holdings Inc.,"0,0295%",Iron and Steel,KR,"1.604.672,28 USD",6.021
FER,Ferrovial SE,"0,0295%",Engineering and Contracting Services,NL,"1.600.731,19 USD",40.665
4519,Chugai Pharmaceutical Co. Ltd.,"0,0295%",Pharmaceuticals,JP,"1.600.309,27 USD",52.600
GPC,Genuine Parts Co.,"0,0295%",Auto Parts,US,"1.600.098,14 USD",11.101
DSFIR,DSM-Firmenich AG,"0,0294%",Food Products,CH,"1.596.076,68 USD",13.916
AEE,Ameren Corp.,"0,0293%",Multi-Utilities,US,"1.593.669,77 USD",21.721
9022,Central Japan Railway Co.,"0,0291%",Railroads,JP,"1.579.609,28 USD",70.700
GEBN,Geberit AG,"0,0291%","Building, Roofing/Wallboard and Plumbing",CH,"1.578.933,88 USD",2.588
STX,Seagate Technology Holdings plc,"0,029%",Computer Hardware,IE,"1.577.154,60 USD",16.915
PFG,Principal Financial Group Inc.,"0,029%",Life Insurance,US,"1.575.414,12 USD",19.203
AXON,Axon Enterprise Inc.,"0,029%",Defense,US,"1.573.690,29 USD",5.587
FTS,Fortis Inc./Canada,"0,029%",Conventional Electricity,CA,"1.573.458,15 USD",39.348
GDDY,GoDaddy Inc. Class A,"0,0289%",Consumer Digital Services,US,"1.569.720,46 USD",11.242
ALL,Aristocrat Leisure Ltd.,"0,0289%",Casinos and Gambling,AU,"1.568.258,40 USD",52.484
EVO,Evolution AB,"0,0287%",Casinos and Gambling,SE,"1.561.494,69 USD",14.559
LGEN,Legal & General Group plc,"0,0287%",Life Insurance,GB,"1.557.053,54 USD",489.178
BLDR,Builders FirstSource Inc.,"0,0285%",Building Materials: Other,US,"1.548.407,70 USD",9.630
ALNY,Alnylam Pharmaceuticals Inc.,"0,0285%",Biotechnology,US,"1.547.382,75 USD",10.425
ALGN,Align Technology Inc.,"0,0285%",Medical Supplies,US,"1.547.118,15 USD",6.015
ULTA,Ulta Beauty Inc.,"0,0282%",Specialty Retailers,US,"1.533.739,38 USD",3.882
CNP,CenterPoint Energy Inc.,"0,0282%",Multi-Utilities,US,"1.533.646,17 USD",50.267
8630,Sompo Holdings Inc.,"0,0282%",Property and Casualty Insurance,JP,"1.529.781,41 USD",72.300
AVY,Avery Dennison Corp.,"0,0281%",Diversified Materials,US,"1.525.763,36 USD",6.704
TEVA,Teva Pharmaceutical Industries Ltd.,"0,028%",Pharmaceuticals,IL,"1.518.322,66 USD",91.997
EQT,EQT AB,"0,0279%",Asset Managers and Custodians,SE,"1.517.070,32 USD",50.174
CMS,CMS Energy Corp.,"0,0278%",Conventional Electricity,US,"1.510.068,28 USD",23.996
6752,Panasonic Holdings Corp.,"0,0278%",Consumer Electronics,JP,"1.509.000,60 USD",171.400
SAMPO,Sampo Oyj Class A,"0,0277%",Property and Casualty Insurance,FI,"1.503.785,79 USD",35.122
MKC,McCormick & Co. Inc./MD,"0,0276%",Food Products,US,"1.499.720,52 USD",20.766
FCNCA,First Citizens BancShares Inc./NC Class A,"0,0276%",Banks,US,"1.499.713,69 USD",883
6762,TDK Corp.,"0,0276%",Electronic Components,JP,"1.498.806,83 USD",30.000
KBC,KBC Group NV,"0,0276%",Banks,BE,"1.497.827,23 USD",20.636
ERIC B,Telefonaktiebolaget LM Ericsson Class B,"0,0276%",Telecommunications Equipment,SE,"1.496.646,96 USD",243.737
9020,East Japan Railway Co.,"0,0275%",Railroads,JP,"1.495.497,47 USD",86.100
GMAB,Genmab A/S,"0,0274%",Biotechnology,DK,"1.489.674,71 USD",5.284
CPAY,Corpay Inc.,"0,0274%",Transaction Processing Services,US,"1.488.245,20 USD",5.560
TDY,Teledyne Technologies Inc.,"0,0274%",Electronic Equipment: Control and Filter,US,"1.487.371,65 USD",3.747
8802,Mitsubishi Estate Co. Ltd.,"0,0274%",Real Estate Holding and Development,JP,"1.486.498,14 USD",88.500
OMC,Omnicom Group Inc.,"0,0272%",Media Agencies,US,"1.474.903,36 USD",15.866
SYF,Synchrony Financial,"0,027%",Transaction Processing Services,US,"1.466.862,00 USD",33.490
8604,Nomura Holdings Inc.,"0,027%",Investment Services,JP,"1.466.169,46 USD",242.400
WBD,Warner Bros Discovery Inc.,"0,0269%",Entertainment,US,"1.462.138,56 USD",177.444
7733,Olympus Corp.,"0,0269%",Medical Equipment,JP,"1.462.016,44 USD",92.884
EXPD,Expeditors International of Washington Inc.,"0,0269%",Transportation Services,US,"1.460.955,60 USD",12.084
COO,Cooper Cos. Inc.,"0,0268%",Medical Supplies,US,"1.456.335,02 USD",15.442
MOH,Molina Healthcare Inc.,"0,0268%",Health Care Management Services,US,"1.453.988,76 USD",4.622
CBK,Commerzbank AG,"0,0268%",Banks,DE,"1.453.471,01 USD",86.156
VOLV A,Volvo AB Class A,"0,0267%",Commercial Vehicles and Parts,SE,"1.449.779,64 USD",53.538
5401,Nippon Steel Corp.,"0,0267%",Iron and Steel,JP,"1.448.889,52 USD",66.342
DRI,Darden Restaurants Inc.,"0,0266%",Restaurants and Bars,US,"1.447.202,97 USD",9.623
6178,Japan Post Holdings Co. Ltd.,"0,0265%",Life Insurance,JP,"1.437.979,83 USD",149.156
CBOE,Cboe Global Markets Inc.,"0,0265%",Investment Services,US,"1.437.892,88 USD",8.312
RF,Regions Financial Corp.,"0,0264%",Banks,US,"1.436.002,20 USD",74.212
NRG,NRG Energy Inc.,"0,0264%",Conventional Electricity,US,"1.431.432,00 USD",17.672
DPZ,Domino's Pizza Inc.,"0,0263%",Restaurants and Bars,US,"1.427.075,48 USD",2.806
WAT,Waters Corp.,"0,0261%",Electronic Equipment: Control and Filter,US,"1.420.013,30 USD",4.597
J,Jacobs Solutions Inc.,"0,0261%",Professional Business Support Services,US,"1.418.063,18 USD",10.177
TXT,Textron Inc.,"0,0261%",Aerospace,US,"1.417.792,63 USD",16.183
4503,Astellas Pharma Inc.,"0,0261%",Pharmaceuticals,JP,"1.416.998,95 USD",143.800
CINF,Cincinnati Financial Corp.,"0,026%",Property and Casualty Insurance,US,"1.413.664,34 USD",12.023
669,Techtronic Industries Co. Ltd.,"0,0259%",Machinery: Tools,HK,"1.406.750,31 USD",115.000
PRY,Prysmian SPA,"0,0259%",Electrical Components,IT,"1.404.213,84 USD",21.551
,L'Oreal SA,"0,0258%",Cosmetics,FR,"1.403.687,30 USD",2.860
ACA,Credit Agricole SA,"0,0258%",Banks,FR,"1.403.127,22 USD",86.599
035420,NAVER Corp.,"0,0258%",Consumer Digital Services,KR,"1.401.502,44 USD",11.401
BAX,Baxter International Inc.,"0,0257%",Medical Equipment,US,"1.398.405,89 USD",41.021
L,Loblaw Cos. Ltd.,"0,0256%",Food Retailers and Wholesalers,CA,"1.389.472,55 USD",11.965
UCB,Ucb SA,"0,0255%",Pharmaceuticals,BE,"1.385.451,39 USD",9.920
ATO,Atmos Energy Corp.,"0,0255%",Gas Distribution,US,"1.385.244,00 USD",11.950
055550,Shinhan Financial Group Co. Ltd.,"0,0255%",Banks,KR,"1.385.162,15 USD",40.675
NTRS,Northern Trust Corp.,"0,0254%",Asset Managers and Custodians,US,"1.378.671,84 USD",16.366
HO,Thales SA,"0,0253%",Defense,FR,"1.374.232,15 USD",7.596
HOLX,Hologic Inc.,"0,0253%",Medical Equipment,US,"1.373.636,04 USD",18.618
2502,Asahi Group Holdings Ltd.,"0,0252%",Brewers,JP,"1.369.956,15 USD",37.499
QBE,QBE Insurance Group Ltd.,"0,0251%",Property and Casualty Insurance,AU,"1.363.997,13 USD",115.223
LH,Labcorp Holdings Inc.,"0,0251%",Medical Services,US,"1.363.785,27 USD",6.997
KNEBV,Kone Oyj Class B,"0,0251%",Machinery: Industrial,FI,"1.363.546,98 USD",26.844
EG,Everest Group Ltd.,"0,0251%",Reinsurance,BM,"1.363.172,91 USD",3.487
LVS,Las Vegas Sands Corp.,"0,025%",Casinos and Gambling,US,"1.360.581,45 USD",30.215
CLX,Clorox Co.,"0,025%",Nondurable Household Products,US,"1.358.488,56 USD",10.326
ENPH,Enphase Energy Inc.,"0,0249%",Renewable Energy Equipment,US,"1.353.821,50 USD",10.585
8309,Sumitomo Mitsui Trust Holdings Inc.,"0,0249%",Banks,JP,"1.351.534,57 USD",58.300
BBY,Best Buy Co. Inc.,"0,0247%",Specialty Retailers,US,"1.341.767,58 USD",15.819
CFG,Citizens Financial Group Inc.,"0,0247%",Banks,US,"1.341.408,19 USD",38.011
MRO,Marathon Oil Corp.,"0,0247%",Oil: Crude Producers,US,"1.339.313,12 USD",46.247
STO,Santos Ltd.,"0,0246%",Oil: Crude Producers,AU,"1.335.797,40 USD",263.246
IHG,InterContinental Hotels Group plc,"0,0245%",Hotels and Motels,GB,"1.330.207,50 USD",13.225
SEB A,Skandinaviska Enskilda Banken AB Class A,"0,0245%",Banks,SE,"1.328.313,12 USD",93.665
NEM,Newmont Corp.,"0,0244%",Gold Mining,US,"1.324.218,10 USD",31.884
ILMN,Illumina Inc.,"0,0243%",Biotechnology,US,"1.318.724,88 USD",12.646
2802,Ajinomoto Co. Inc.,"0,0242%",Food Products,JP,"1.316.137,96 USD",36.900
MAA,Mid-America Apartment Communities Inc.,"0,0242%",Residential REITs,US,"1.313.299,62 USD",9.822
1925,Daiwa House Industry Co. Ltd.,"0,0241%",Home Construction,JP,"1.309.793,50 USD",49.300
PKG,Packaging Corp. of America,"0,0241%",Containers and Packaging,US,"1.307.733,23 USD",7.127
ESS,Essex Property Trust Inc.,"0,024%",Residential REITs,US,"1.305.704,54 USD",5.026
AV.,Aviva plc,"0,024%",Life Insurance,GB,"1.305.041,18 USD",213.588
AVTR,Avantor Inc.,"0,0239%",Medical Supplies,US,"1.298.947,44 USD",53.943
ENGI,Engie SA,"0,0239%",Multi-Utilities,FR,"1.297.223,24 USD",76.919
SHL,Siemens Healthineers AG,"0,0239%",Medical Equipment,DE,"1.295.804,91 USD",22.361
SY1,Symrise AG Class A,"0,0238%",Chemicals: Diversified,DE,"1.295.367,44 USD",10.912
ZBRA,Zebra Technologies Corp.,"0,0238%",Electronic Equipment: Control and Filter,US,"1.294.336,96 USD",4.144
IP,International Paper Co.,"0,0238%",Paper,US,"1.293.857,55 USD",28.695
SDZ,Sandoz Group AG,"0,0238%",Pharmaceuticals,CH,"1.290.964,50 USD",36.327
CF,CF Industries Holdings Inc.,"0,0237%",Fertilizers,US,"1.287.320,58 USD",16.146
WRB,W R Berkley Corp.,"0,0236%",Property and Casualty Insurance,US,"1.283.515,20 USD",15.840
MDB,MongoDB Inc. Class A,"0,0235%",Software,US,"1.276.612,48 USD",5.408
VRSN,VeriSign Inc.,"0,0235%",Computer Services,US,"1.275.499,44 USD",7.317
IEX,IDEX Corp.,"0,0234%",Electronic Equipment: Control and Filter,US,"1.270.826,24 USD",6.091
FDS,FactSet Research Systems Inc.,"0,0233%",Financial Data Providers,US,"1.266.546,58 USD",3.133
ESSITY B,Essity AB Class B,"0,0233%",Personal Products,SE,"1.265.116,62 USD",49.371
FWONK,Liberty Media Corp-Liberty Formula One,"0,0232%",Radio and TV Broadcasters,US,"1.262.604,20 USD",17.030
8267,Aeon Co. Ltd.,"0,0232%",Food Retailers and Wholesalers,JP,"1.260.870,53 USD",58.500
TOU,Tourmaline Oil Corp.,"0,0232%",Oil: Crude Producers,CA,"1.259.252,68 USD",25.389
BG,Bunge Global SA,"0,0232%",Fruit and Grain Processing,CH,"1.258.157,46 USD",11.694
ENR,Siemens Energy AG,"0,0231%",Renewable Energy Equipment,DE,"1.256.561,04 USD",46.635
BURL,Burlington Stores Inc.,"0,0231%",Apparel Retailers,US,"1.256.421,70 USD",5.234
SGRO,Segro plc,"0,0231%",Industrial REITs,GB,"1.254.795,62 USD",108.159
RBLX,ROBLOX Corp.,"0,0231%",Electronic Entertainment,US,"1.254.597,54 USD",37.317
TSN,Tyson Foods Inc. Class A,"0,0231%",Food Products,US,"1.254.290,25 USD",21.909
ZM,Zoom Video Communications Inc. Class A,"0,023%",Software,US,"1.248.882,40 USD",20.360
DGX,Quest Diagnostics Inc.,"0,0229%",Medical Services,US,"1.244.650,99 USD",8.767
SOON,Sonova Holding AG,"0,0228%",Medical Equipment,CH,"1.239.084,41 USD",3.925
INVE A,Investor AB Class A,"0,0228%",Diversified Financial Services,SE,"1.237.261,27 USD",46.111
MAS,Masco Corp.,"0,0228%",Building Materials: Other,US,"1.236.185,60 USD",17.680
LOGN,Logitech International SA,"0,0227%",Computer Hardware,CH,"1.231.374,38 USD",12.426
K,Kellanova,"0,0226%",Food Products,US,"1.225.988,12 USD",20.318
CE,Celanese Corp. Class A,"0,0226%",Chemicals: Diversified,US,"1.225.898,52 USD",8.063
CCEP,Coca-Cola Europacific Partners plc,"0,0225%",Soft Drinks,GB,"1.219.531,95 USD",16.545
BEI,Beiersdorf AG,"0,0224%",Personal Products,DE,"1.215.571,22 USD",7.757
6201,Toyota Industries Corp.,"0,0224%",Auto Parts,JP,"1.214.928,89 USD",12.900
POW,Power Corp. of Canada,"0,0224%",Life Insurance,CA,"1.214.575,34 USD",41.841
AES,AES Corp.,"0,0223%",Conventional Electricity,US,"1.212.256,91 USD",56.149
COLO B,Coloplast A/S Class B,"0,0223%",Medical Supplies,DK,"1.212.224,43 USD",10.098
LYV,Live Nation Entertainment Inc.,"0,0222%",Recreational Services,US,"1.205.402,66 USD",12.859
FLEX,Flex Ltd.,"0,0222%",Electronic Components,SG,"1.203.811,68 USD",36.336
HNR1,Hannover Rueck SE,"0,0221%",Reinsurance,DE,"1.202.995,91 USD",4.856
INF,Informa plc,"0,0221%",Media Agencies,GB,"1.199.342,38 USD",111.110
5020,ENEOS Holdings Inc.,"0,022%",Oil Refining and Marketing,JP,"1.197.718,03 USD",232.250
ZS,Zscaler Inc.,"0,0219%",Software,US,"1.192.269,40 USD",7.015
6326,Kubota Corp.,"0,0219%",Machinery: Agricultural,JP,"1.190.035,95 USD",84.200
KNIN,Kuehne + Nagel International AG,"0,0219%",Marine Transportation,CH,"1.187.226,07 USD",4.192
EXPE,Expedia Group Inc.,"0,0218%",Travel and Tourism,US,"1.186.158,60 USD",10.510
8308,Resona Holdings Inc.,"0,0218%",Banks,JP,"1.183.118,62 USD",171.514
SNA,Snap-on Inc.,"0,0218%",Machinery: Tools,US,"1.182.302,38 USD",4.333
EBS,Erste Group Bank AG,"0,0218%",Banks,AT,"1.181.956,87 USD",24.141
HEN3,Henkel AG & Co. KGaA Preference Shares,"0,0216%",Household Equipment and Products,DE,"1.175.943,45 USD",13.032
CCL,Carnival Corp.,"0,0216%",Travel and Tourism,PA,"1.175.154,24 USD",77.928
POOL,Pool Corp.,"0,0216%",Recreational Products,US,"1.171.721,65 USD",3.223
SWKS,Skyworks Solutions Inc.,"0,0215%",Semiconductors,US,"1.168.535,26 USD",12.611
NXT,Next plc,"0,0215%",Diversified Retailers,GB,"1.167.870,35 USD",9.823
,Air Liquide SA,"0,0215%",Specialty Chemicals,FR,"1.167.607,95 USD",5.960
STMN,Straumann Holding AG,"0,0214%",Medical Supplies,CH,"1.161.764,67 USD",8.958
CAG,Conagra Brands Inc.,"0,0214%",Food Products,US,"1.159.941,60 USD",38.820
16,Sun Hung Kai Properties Ltd.,"0,0214%",Real Estate Holding and Development,HK,"1.159.816,45 USD",120.500
CHKP,Check Point Software Technologies Ltd.,"0,0213%",Software,IL,"1.158.699,50 USD",7.699
6971,Kyocera Corp.,"0,0213%",Electronic Components,JP,"1.156.987,50 USD",101.800
ALB,Albemarle Corp.,"0,0212%",Chemicals: Diversified,US,"1.150.384,56 USD",9.384
AKAM,Akamai Technologies Inc.,"0,0212%",Consumer Digital Services,US,"1.150.048,32 USD",12.468
COL,Coles Group Ltd.,"0,0211%",Food Retailers and Wholesalers,AU,"1.148.731,15 USD",105.194
KRX,Kingspan Group plc,"0,0211%",Building Materials: Other,IE,"1.143.828,53 USD",11.946
7182,Japan Post Bank Co. Ltd.,"0,0211%",Banks,JP,"1.143.692,67 USD",115.728
ALFA,Alfa Laval AB,"0,021%",Electronic Equipment: Control and Filter,SE,"1.143.337,73 USD",24.783
L,Loews Corp.,"0,021%",Property and Casualty Insurance,US,"1.142.937,60 USD",14.882
COH,Cochlear Ltd.,"0,0209%",Medical Equipment,AU,"1.137.806,21 USD",5.304
HEI,Heidelberg Materials AG,"0,0209%",Cement,DE,"1.132.658,58 USD",10.900
SUI,Sun Communities Inc.,"0,0208%",Residential REITs,US,"1.131.760,08 USD",9.592
RVTY,Revvity Inc.,"0,0208%",Medical Equipment,US,"1.128.000,24 USD",10.324
MTX,MTU Aero Engines AG,"0,0207%",Aerospace,DE,"1.123.461,92 USD",4.529
9101,Nippon Yusen KK,"0,0207%",Marine Transportation,JP,"1.122.969,23 USD",35.400
9503,Kansai Electric Power Co. Inc.,"0,0206%",Conventional Electricity,JP,"1.119.310,19 USD",62.000
JHX,James Hardie Industries plc,"0,0206%",Building Materials: Other,IE,"1.117.934,06 USD",35.926
TRMB,Trimble Inc.,"0,0206%",Electronic Equipment: Gauges and Meters,US,"1.117.831,68 USD",20.076
AMC,Amcor plc,"0,0206%",Containers and Packaging,JE,"1.116.706,12 USD",113.149
SCMN,Swisscom AG,"0,0206%",Telecommunications Services,CH,"1.116.621,85 USD",2.022
MONC,Moncler SPA,"0,0205%",Clothing and Accessories,IT,"1.112.379,22 USD",16.732
BMRN,BioMarin Pharmaceutical Inc.,"0,0204%",Pharmaceuticals,US,"1.109.534,60 USD",14.780
TRU,TransUnion,"0,0204%",Professional Business Support Services,US,"1.108.287,20 USD",15.410
006400,Samsung SDI Co. Ltd.,"0,0204%",Electrical Components,KR,"1.107.636,06 USD",4.095
2,CLP Holdings Ltd.,"0,0203%",Conventional Electricity,HK,"1.102.861,95 USD",139.500
MT,ArcelorMittal SA,"0,0203%",Iron and Steel,LU,"1.101.003,00 USD",41.978
SGSN,SGS SA,"0,0203%",Security Services,CH,"1.100.943,30 USD",11.824
VACN,VAT Group AG,"0,0203%",Electronic Equipment: Control and Filter,CH,"1.100.870,81 USD",2.041
GEN,Gen Digital Inc.,"0,0202%",Software,US,"1.097.560,49 USD",44.203
WRK,Westrock Co.,"0,0201%",Containers and Packaging,US,"1.092.217,68 USD",20.362
OKTA,Okta Inc.,"0,0201%",Computer Services,US,"1.090.852,68 USD",12.301
PNDORA,Pandora A/S,"0,02%",Luxury Items,DK,"1.089.040,13 USD",6.657
DOC,Healthpeak Properties Inc.,"0,02%",Health Care REITs,US,"1.087.495,20 USD",54.648
SGE,Sage Group plc,"0,02%",Software,GB,"1.086.977,13 USD",83.495
SUN,Suncorp Group Ltd.,"0,0199%",Full Line Insurance,AU,"1.083.531,09 USD",102.404
BXB,Brambles Ltd.,"0,0199%",Containers and Packaging,AU,"1.082.996,41 USD",114.357
PNR,Pentair plc,"0,0199%",Electronic Equipment: Pollution Control,IE,"1.081.784,34 USD",13.293
8015,Toyota Tsusho Corp.,"0,0199%",Diversified Industrials,JP,"1.080.493,81 USD",17.800
KIM,Kimco Realty Corp.,"0,0199%",Retail REITs,US,"1.079.958,88 USD",55.783
Z74,Singapore Telecommunications Ltd.,"0,0198%",Telecommunications Services,SG,"1.075.883,70 USD",586.400
RTO,Rentokil Initial plc,"0,0198%",Professional Business Support Services,GB,"1.075.798,67 USD",203.948
EQH,Equitable Holdings Inc.,"0,0198%",Asset Managers and Custodians,US,"1.075.794,21 USD",25.929
1605,Inpex Corp.,"0,0198%",Oil: Crude Producers,JP,"1.073.375,54 USD",69.600
VTRS,Viatris Inc.,"0,0196%",Pharmaceuticals,US,"1.065.384,80 USD",100.508
JBHT,JB Hunt Transport Services Inc.,"0,0196%",Trucking,US,"1.064.486,50 USD",6.622
AENA,Aena SME SA,"0,0195%",Transportation Services,ES,"1.059.877,35 USD",5.436
KEY,KeyCorp,"0,0195%",Banks,US,"1.059.270,18 USD",73.714
XRO,Xero Ltd.,"0,0194%",Software,NZ,"1.056.192,45 USD",11.764
NN,NN Group NV,"0,0194%",Life Insurance,NL,"1.055.268,79 USD",22.717
SWK,Stanley Black & Decker Inc.,"0,0194%",Machinery: Tools,US,"1.051.793,22 USD",12.066
BAER,Julius Baer Group Ltd.,"0,0194%",Asset Managers and Custodians,CH,"1.051.507,27 USD",17.541
SSNC,SS&C Technologies Holdings Inc.,"0,0193%",Software,US,"1.048.396,80 USD",16.896
UDR,UDR Inc.,"0,0193%",Residential REITs,US,"1.047.567,50 USD",27.125
1928,Sekisui House Ltd.,"0,0193%",Home Construction,JP,"1.047.384,26 USD",46.600
7270,Subaru Corp.,"0,0192%",Automobiles,JP,"1.044.576,66 USD",46.900
FRE,Fresenius SE & Co. KGaA,"0,0192%",Health Care Services,DE,"1.044.468,26 USD",32.859
POLI,Bank Hapoalim BM,"0,0191%",Banks,IL,"1.036.852,40 USD",113.453
4507,Shionogi & Co. Ltd.,"0,0191%",Pharmaceuticals,JP,"1.034.865,89 USD",23.100
8830,Sumitomo Realty & Development Co. Ltd.,"0,019%",Real Estate Holding and Development,JP,"1.032.736,01 USD",33.100
WPC,WP Carey Inc.,"0,019%",Diversified REITs,US,"1.029.751,20 USD",18.258
FNF,Fidelity National Financial Inc.,"0,0189%",Property and Casualty Insurance,US,"1.027.444,72 USD",20.402
NI,NiSource Inc.,"0,0188%",Gas Distribution,US,"1.020.441,90 USD",35.115
4523,Eisai Co. Ltd.,"0,0187%",Pharmaceuticals,JP,"1.018.461,29 USD",23.700
8113,Unicharm Corp.,"0,0187%",Personal Products,JP,"1.015.696,33 USD",31.600
KRZ,Kerry Group plc Class A,"0,0187%",Food Products,IE,"1.013.938,45 USD",12.005
LW,Lamb Weston Holdings Inc.,"0,0186%",Food Products,US,"1.010.743,92 USD",11.448
HEI,HEICO Corp.,"0,0186%",Aerospace,US,"1.010.605,89 USD",4.557
2388,BOC Hong Kong Holdings Ltd.,"0,0186%",Banks,HK,"1.009.957,37 USD",322.500
LUMI,Bank Leumi Le-Israel BM,"0,0186%",Banks,IL,"1.008.875,79 USD",122.258
